model,policy,category,field,snippet,found
openai__gpt-5-4-mini,myfitnesspal,health_data,stored.policy_snippet,,empty
openai__gpt-5-4-mini,myfitnesspal,health_data,shared.policy_snippet,"""We may receive your personal information from those business partners as necessary or appropriate for the purposes listed in this Policy.""",true
openai__gpt-5-4-mini,myfitnesspal,health_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4-mini,myfitnesspal,health_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,myfitnesspal,physiological_data,collected.policy_snippet,"Food and Activity Diary Data. Certain features of our Services allow you to voluntarily share information about your dietary habits and activities you engage in. This includes your:

        Dietary habits;

        Food, drink, and medications you consume (including as submitted via voice logging) and purchase (via our grocery integrations);

        Calorie count;

        Dietary restrictions;

        Fitness level, activity, and goals (e.g. weekly goals or habits like eat more protein);

        Lifestyle information (e.g., sleeping data);

        Body measurements (e.g., height, weight, and BMI);

        Information related to any physiological conditions;",true
openai__gpt-5-4-mini,myfitnesspal,physiological_data,stored.policy_snippet,"How We Retain Your Information

We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
openai__gpt-5-4-mini,myfitnesspal,physiological_data,shared.policy_snippet,"We disclose personal information to the categories of recipients described below:

    Our Business Partners. We may partner with other businesses to offer the Services and disclose your personal information to those business partners as necessary or appropriate for the purposes listed in this Policy.

    Our Service Providers. We may disclose your personal information to third parties that provide business, professional, or technical support services to us and/or perform functions on our behalf to provide the Services.",true
openai__gpt-5-4-mini,myfitnesspal,physiological_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4-mini,myfitnesspal,physiological_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,myfitnesspal,physical_data,collected.policy_snippet,"""This includes your name, email address, general location information (country/zip code), profile image or photo (if you choose to provide one), username and password, date of birth, and sex.""",true
openai__gpt-5-4-mini,myfitnesspal,physical_data,stored.policy_snippet,"""How We Retain Your Information

We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.""",true
openai__gpt-5-4-mini,myfitnesspal,physical_data,shared.policy_snippet,"""Our Business Partners. We may partner with other businesses to offer the Services and disclose your personal information to those business partners as necessary or appropriate for the purposes listed in this Policy.""",true
openai__gpt-5-4-mini,myfitnesspal,physical_data,retention_policy.policy_snippet_deletion,"""If we become aware that an individual under 18 may have provided us with personal information, we will investigate and if applicable, take steps to remove the data and delete that individual’s account.""",true
openai__gpt-5-4-mini,myfitnesspal,physical_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,myfitnesspal,behavioral_data,collected.policy_snippet,"MyFitnessPal may collect Usage and Device Data. This may include details about your browser, operating system, or device (such as your cookie identifiers, internet protocol (IP) address, ​​mobile advertising identifier, and other unique identifiers), internet service provider, mobile carrier, general location information (including inferred location based off of your IP address), actions that you take while using the Services, information about how you interact with the Services, including the frequency and duration of your activities, information about the links you click, and other information about how you use the Services.",true
openai__gpt-5-4-mini,myfitnesspal,behavioral_data,stored.policy_snippet,,empty
openai__gpt-5-4-mini,myfitnesspal,behavioral_data,shared.policy_snippet,"Our Marketing and Advertising Partners. We may disclose your personal information, including device and browser information and activity and usage information, to our marketing and advertising partners, including social media platforms, third-party advertising networks, and other parties that assist us in serving, measuring the performance of, and optimizing our advertising campaigns.",true
openai__gpt-5-4-mini,myfitnesspal,behavioral_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4-mini,myfitnesspal,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,snapchat,biometric_data,collected.policy_snippet,,empty
openai__gpt-5-4-mini,snapchat,biometric_data,stored.policy_snippet,,empty
openai__gpt-5-4-mini,snapchat,biometric_data,shared.policy_snippet,,empty
openai__gpt-5-4-mini,snapchat,biometric_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4-mini,snapchat,biometric_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,snapchat,health_data,collected.policy_snippet,,empty
openai__gpt-5-4-mini,snapchat,health_data,stored.policy_snippet,,empty
openai__gpt-5-4-mini,snapchat,health_data,shared.policy_snippet,,empty
openai__gpt-5-4-mini,snapchat,health_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4-mini,snapchat,health_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,snapchat,physiological_data,collected.policy_snippet,"This also includes device information (such as your hardware or software, operating system, device memory, advertising identifiers, apps installed, browser type, information from device sensors that measure the motion of your device or compasses and microphones, including whether you have headphones connected, and information about your wireless and mobile connections)",true
openai__gpt-5-4-mini,snapchat,physiological_data,stored.policy_snippet,,empty
openai__gpt-5-4-mini,snapchat,physiological_data,shared.policy_snippet,,empty
openai__gpt-5-4-mini,snapchat,physiological_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4-mini,snapchat,physiological_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,snapchat,physical_data,collected.policy_snippet,"This also includes device information (such as your hardware or software, operating system, device memory, advertising identifiers, apps installed, browser type, information from device sensors that measure the motion of your device or compasses and microphones, including whether you have headphones connected, and information about your wireless and mobile connections), location information (IP address),",true
openai__gpt-5-4-mini,snapchat,physical_data,stored.policy_snippet,If location information is associated with a Snap — like those saved to Memories or posted to Snap Map or Spotlight — we’ll retain that location as long as we store the Snap.,true
openai__gpt-5-4-mini,snapchat,physical_data,shared.policy_snippet,"When you have enabled Family Center, we share information about the connected teen account to the parent or guardian to provide insight about how the account is used, for example, who your Friends are on Snapchat or which friends you may be sharing your location with.",true
openai__gpt-5-4-mini,snapchat,physical_data,retention_policy.policy_snippet_deletion,our systems are designed to delete Chats you send within 24 hours after your friend reads it (unless you’ve changed your default settings or decide to save it).,true
openai__gpt-5-4-mini,snapchat,physical_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,snapchat,behavioral_data,collected.policy_snippet,"""This includes usage information (information about how you interact with our Services — for example, which Lenses you view and apply, your premium subscriptions, Stories you watch, and how often you interact with other Snapchatters)""",true
openai__gpt-5-4-mini,snapchat,behavioral_data,stored.policy_snippet,"""we keep information as long as you tell us to, and otherwise as long as we need it to provide our Services, or as required by law.""",true
openai__gpt-5-4-mini,snapchat,behavioral_data,shared.policy_snippet,"""We share your information with our service providers, who process that information on our behalf. For example, we rely on such Service Providers to facilitate payments, measure and optimize the performance of ads, or protect the services.""",true
openai__gpt-5-4-mini,snapchat,behavioral_data,retention_policy.policy_snippet_deletion,"""our systems are designed to delete Chats you send within 24 hours after your friend reads it""",true
openai__gpt-5-4-mini,snapchat,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,tiktok,biometric_data,collected.policy_snippet,"We also collect service-related, diagnostic, performance information, including crash reports and performance logs.",true
openai__gpt-5-4-mini,tiktok,biometric_data,stored.policy_snippet,,empty
openai__gpt-5-4-mini,tiktok,biometric_data,shared.policy_snippet,,empty
openai__gpt-5-4-mini,tiktok,biometric_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4-mini,tiktok,biometric_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,tiktok,health_data,collected.policy_snippet,"""You can also port your TikTok data through TikTok’s Data Portability API.""",true
openai__gpt-5-4-mini,tiktok,health_data,stored.policy_snippet,,empty
openai__gpt-5-4-mini,tiktok,health_data,shared.policy_snippet,,empty
openai__gpt-5-4-mini,tiktok,health_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4-mini,tiktok,health_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,tiktok,physiological_data,collected.policy_snippet,,empty
openai__gpt-5-4-mini,tiktok,physiological_data,stored.policy_snippet,,empty
openai__gpt-5-4-mini,tiktok,physiological_data,shared.policy_snippet,,empty
openai__gpt-5-4-mini,tiktok,physiological_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4-mini,tiktok,physiological_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,tiktok,physical_data,collected.policy_snippet,"""We automatically collect information about your approximate location (e.g. country, state, or city) based on your Technical Information (such as SIM card and IP address). Also, where you enable location services for the TikTok app within your device settings, we collect approximate or precise location information from your device.""",true
openai__gpt-5-4-mini,tiktok,physical_data,stored.policy_snippet,"""We store the information described in the “What Information We Collect” section in servers located in the United States, Malaysia and Singapore.""",true
openai__gpt-5-4-mini,tiktok,physical_data,shared.policy_snippet,"""Your information, including your Account Information, User Content, and Usage Information may be visible to other users and the public.""",false
openai__gpt-5-4-mini,tiktok,physical_data,retention_policy.policy_snippet_deletion,"""You can delete or ask us to delete your information.""",true
openai__gpt-5-4-mini,tiktok,physical_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4-mini,tiktok,behavioral_data,collected.policy_snippet,"We collect information about how you engage with the Platform, including information about how you interact with content and ads, the duration and frequency of your use, your engagement with other users, and your search history.",true
openai__gpt-5-4-mini,tiktok,behavioral_data,stored.policy_snippet,"We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy. We also retain information when necessary to comply with contractual and legal obligations, when we have a legitimate business interest to do so (such as improving and developing the Platform, and enhancing its safety, security and stability), and for the exercise or defence of legal claims.",true
openai__gpt-5-4-mini,tiktok,behavioral_data,shared.policy_snippet,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform, or with whom we have a commercial relationship.",true
openai__gpt-5-4-mini,tiktok,behavioral_data,retention_policy.policy_snippet_deletion,"If you violate our Guidelines or Terms, we may remove Information You Provide including your Account Information and/or User Content from public view immediately but keep your information as is necessary to process the violation.",true
openai__gpt-5-4-mini,tiktok,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,amazon,biometric_data,collected.policy_snippet,"For example, if you choose not to save any voice recordings, voice IDs associated with your account will be deleted and voice ID will not work.",true
qwen__qwen3-5-397b-a17b,amazon,biometric_data,stored.policy_snippet,"For example, if you choose not to save any voice recordings, voice IDs associated with your account will be deleted and voice ID will not work.",true
qwen__qwen3-5-397b-a17b,amazon,biometric_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,amazon,biometric_data,retention_policy.policy_snippet_deletion,"For example, if you choose not to save any voice recordings, voice IDs associated with your account will be deleted and voice ID will not work.",true
qwen__qwen3-5-397b-a17b,amazon,biometric_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,amazon,health_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,amazon,health_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,amazon,health_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,amazon,health_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,amazon,health_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,amazon,physiological_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,amazon,physiological_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,amazon,physiological_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,amazon,physiological_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,amazon,physiological_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,amazon,physical_data,collected.policy_snippet,"Our physical stores may use cameras, computer vision, sensors, and other technology to gather information about your activity in the store, such as the products and services you interact with. ... the location of your device or computer; ... images and videos collected or stored in connection with Amazon Services; ... voice recordings when you speak to Alexa;",false
qwen__qwen3-5-397b-a17b,amazon,physical_data,stored.policy_snippet,We receive and store any information you provide in relation to Amazon Services. We automatically collect and store certain types of information about your use of Amazon Services...,false
qwen__qwen3-5-397b-a17b,amazon,physical_data,shared.policy_snippet,"We share customers' personal information only as described below and with subsidiaries Amazon.com, Inc. controls that either are subject to this Privacy Notice or follow practices at least as protective as those described in this Privacy Notice. ... Third-Party Service Providers: We employ other companies and individuals to perform functions on our behalf.",false
qwen__qwen3-5-397b-a17b,amazon,physical_data,retention_policy.policy_snippet_deletion,"In addition, to the extent required by applicable law, you may have the right to request access to or delete your personal information. ... You can review and delete Alexa voice recordings, text transcripts of those recordings, and typed requests to Alexa...",false
qwen__qwen3-5-397b-a17b,amazon,physical_data,retention_policy.policy_snippet_inactivity,"If you choose automatic deletion after 3 or 18 months, we will delete the voice recordings, text transcripts, and typed requests associated with a chat once the specified period of time has passed since your last request to Alexa within that chat.",true
qwen__qwen3-5-397b-a17b,amazon,behavioral_data,collected.policy_snippet,"Automatic Information: We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services.",true
qwen__qwen3-5-397b-a17b,amazon,behavioral_data,stored.policy_snippet,"Automatic Information: We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services.",true
qwen__qwen3-5-397b-a17b,amazon,behavioral_data,shared.policy_snippet,"Third-Party Service Providers: We employ other companies and individuals to perform functions on our behalf. Examples include fulfilling orders for products or services, delivering packages, sending postal mail and email, removing repetitive information from customer lists, analyzing data, providing marketing assistance, providing search results and links (including paid listings and links), processing payments, transmitting content, scoring, assessing and managing credit risk, and providing customer service.",true
qwen__qwen3-5-397b-a17b,amazon,behavioral_data,retention_policy.policy_snippet_deletion,"Yes, you can choose to automatically delete your voice recordings, text transcripts, and typed requests to Alexa after a specified period of time (3 or 18 months), or you can choose to not save any voice recordings.",true
qwen__qwen3-5-397b-a17b,amazon,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,biometric_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,biometric_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,biometric_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,biometric_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,biometric_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,health_data,collected.policy_snippet,"The limited categories of personal data that we may collect when you use our products or services or contact us, which may constitute consumer health personal data, include those below.",true
qwen__qwen3-5-397b-a17b,apple_health_app,health_data,stored.policy_snippet,"If you choose to sync your data across your devices or store data in iCloud, depending on how you use our features and the information saved to your account, this could include health-related information.",false
qwen__qwen3-5-397b-a17b,apple_health_app,health_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary in order to provide you with the products and features you have requested or others at your direction or when required by applicable law.",false
qwen__qwen3-5-397b-a17b,apple_health_app,health_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,health_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,physiological_data,collected.policy_snippet,"Measurements of bodily functions, vital signs, and other related information. For instance, if you choose to participate in an Apple-sponsored health study, you may be asked to provide information about your symptoms or vital signs (for example, heart rate) as part of your consent to participate in the study.",true
qwen__qwen3-5-397b-a17b,apple_health_app,physiological_data,stored.policy_snippet,"if you choose to sync your data across your devices or store data in iCloud, depending on how you use our features and the information saved to your account, this could include health-related information.",true
qwen__qwen3-5-397b-a17b,apple_health_app,physiological_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary in order to provide you with the products and features you have requested...",false
qwen__qwen3-5-397b-a17b,apple_health_app,physiological_data,retention_policy.policy_snippet_deletion,"At Apple, we respect your ability to know, access, correct, transfer, restrict the processing of, and delete your personal data.",true
qwen__qwen3-5-397b-a17b,apple_health_app,physiological_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,physical_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,physical_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,physical_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,physical_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,physical_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,behavioral_data,collected.policy_snippet,we may collect information about the apps you download in the App Store,true
qwen__qwen3-5-397b-a17b,apple_health_app,behavioral_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,behavioral_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf",true
qwen__qwen3-5-397b-a17b,apple_health_app,behavioral_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,apple_health_app,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,huawei,biometric_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,huawei,biometric_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,huawei,biometric_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,huawei,biometric_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,huawei,biometric_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,huawei,health_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,huawei,health_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,huawei,health_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,huawei,health_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,huawei,health_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,huawei,physiological_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,huawei,physiological_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,huawei,physiological_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,huawei,physiological_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,huawei,physiological_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,huawei,physical_data,collected.policy_snippet,"The personal data we collect includes name, gender, enterprise name, job position, postal and email addresses, phone number, login information (account and password), photos, and certificate information, etc...",true
qwen__qwen3-5-397b-a17b,huawei,physical_data,stored.policy_snippet,We will retain your personal information for no longer than is necessary for the purposes stated in this Policy...,true
qwen__qwen3-5-397b-a17b,huawei,physical_data,shared.policy_snippet,"Huawei shares your personal data with other partners, as described in this Policy, when services are provided by partners authorized by Huawei.",true
qwen__qwen3-5-397b-a17b,huawei,physical_data,retention_policy.policy_snippet_deletion,"After you deregister your account, we will stop providing you with products or services through your account and delete your relevant personal data, provided that deletion is not otherwise stipulated by special legal requirements.",false
qwen__qwen3-5-397b-a17b,huawei,physical_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,huawei,behavioral_data,collected.policy_snippet,"We may also obtain data by recording how you interact with our websites, products, or services.",true
qwen__qwen3-5-397b-a17b,huawei,behavioral_data,stored.policy_snippet,We will retain your personal information for no longer than is necessary for the purposes stated in this Policy...,true
qwen__qwen3-5-397b-a17b,huawei,behavioral_data,shared.policy_snippet,"Huawei shares your personal data with other partners, as described in this Policy, when services are provided by partners authorized by Huawei.",true
qwen__qwen3-5-397b-a17b,huawei,behavioral_data,retention_policy.policy_snippet_deletion,We will retain your personal information for no longer than is necessary for the purposes stated in this Policy...,true
qwen__qwen3-5-397b-a17b,huawei,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,myfitnesspal,biometric_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,myfitnesspal,biometric_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,myfitnesspal,biometric_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,myfitnesspal,biometric_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,myfitnesspal,biometric_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,myfitnesspal,health_data,collected.policy_snippet,"Food and Activity Diary Data. Certain features of our Services allow you to voluntarily share information about your dietary habits and activities you engage in. This includes your: ... Food, drink, and medications you consume ... Information related to any physiological conditions",false
qwen__qwen3-5-397b-a17b,myfitnesspal,health_data,stored.policy_snippet,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
qwen__qwen3-5-397b-a17b,myfitnesspal,health_data,shared.policy_snippet,"MyFitnessPal shares your information with service providers, business partners, and other third parties to provide you with our Services. We also share your information with marketing and advertising partners to show you relevant content and advertising.",true
qwen__qwen3-5-397b-a17b,myfitnesspal,health_data,retention_policy.policy_snippet_deletion,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
qwen__qwen3-5-397b-a17b,myfitnesspal,health_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,myfitnesspal,physiological_data,collected.policy_snippet,"Certain connected devices, such as heart rate monitors, Continuous Glucose Monitoring devices, activity trackers, exercise equipment, scales, and/or wearables, that integrate with the Services, may allow us to collect Food and Activity Diary Data with your permission.",true
qwen__qwen3-5-397b-a17b,myfitnesspal,physiological_data,stored.policy_snippet,We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy,true
qwen__qwen3-5-397b-a17b,myfitnesspal,physiological_data,shared.policy_snippet,We disclose personal information to the categories of recipients described below:,true
qwen__qwen3-5-397b-a17b,myfitnesspal,physiological_data,retention_policy.policy_snippet_deletion,We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy,true
qwen__qwen3-5-397b-a17b,myfitnesspal,physiological_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,myfitnesspal,physical_data,collected.policy_snippet,"Body measurements (e.g., height, weight, and BMI); Progress photos you may choose to provide; general location information (country/zip code)",false
qwen__qwen3-5-397b-a17b,myfitnesspal,physical_data,stored.policy_snippet,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
qwen__qwen3-5-397b-a17b,myfitnesspal,physical_data,shared.policy_snippet,"We may disclose your personal information to third parties that provide business, professional, or technical support services to us and/or perform functions on our behalf to provide the Services.",true
qwen__qwen3-5-397b-a17b,myfitnesspal,physical_data,retention_policy.policy_snippet_deletion,The right to request that we delete your personal information (subject to certain exceptions prescribed by applicable law).,true
qwen__qwen3-5-397b-a17b,myfitnesspal,physical_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,myfitnesspal,behavioral_data,collected.policy_snippet,"Food and Activity Diary Data. Certain features of our Services allow you to voluntarily share information about your dietary habits and activities you engage in. This includes your: Dietary habits; ... Lifestyle information (e.g., sleeping data);",false
qwen__qwen3-5-397b-a17b,myfitnesspal,behavioral_data,stored.policy_snippet,We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy,true
qwen__qwen3-5-397b-a17b,myfitnesspal,behavioral_data,shared.policy_snippet,"MyFitnessPal shares your information with service providers, business partners, and other third parties to provide you with our Services.",true
qwen__qwen3-5-397b-a17b,myfitnesspal,behavioral_data,retention_policy.policy_snippet_deletion,We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy,true
qwen__qwen3-5-397b-a17b,myfitnesspal,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,snapchat,biometric_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,snapchat,biometric_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,snapchat,biometric_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,snapchat,biometric_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,snapchat,biometric_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,snapchat,health_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,snapchat,health_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,snapchat,health_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,snapchat,health_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,snapchat,health_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,snapchat,physiological_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,snapchat,physiological_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,snapchat,physiological_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,snapchat,physiological_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,snapchat,physiological_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,snapchat,physical_data,collected.policy_snippet,"If you've explicitly granted device-level permissions, device information may also include information about your device phonebook (contacts and related information), images and other information from your device's camera, photos, and microphone (like the ability to take photos, videos, view stored photos and videos, and access the microphone to record audio while recording video), and location information (precise location through methods like GPS signals).",true
qwen__qwen3-5-397b-a17b,snapchat,physical_data,stored.policy_snippet,If location information is associated with a Snap — like those saved to Memories or posted to Snap Map or Spotlight — we'll retain that location as long as we store the Snap.,true
qwen__qwen3-5-397b-a17b,snapchat,physical_data,shared.policy_snippet,"To provide our Services to you and our community, we may share your information with your friends on Snapchat or other Snapchatters. For example, the content you post to Stories... can be viewed by your Friends",true
qwen__qwen3-5-397b-a17b,snapchat,physical_data,retention_policy.policy_snippet_deletion,Snaps and Chats sent in Snapchat will be deleted by default from our servers within 24 hours after we detect they've been opened by all recipients or have expired,true
qwen__qwen3-5-397b-a17b,snapchat,physical_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,snapchat,behavioral_data,collected.policy_snippet,"When you use our Services, we collect information about which of those Services you've used and how you've used them. This includes usage information (information about how you interact with our Services — for example, which Lenses you view and apply, your premium subscriptions, Stories you watch, and how often you interact with other Snapchatters)",false
qwen__qwen3-5-397b-a17b,snapchat,behavioral_data,stored.policy_snippet,"As a general rule, we keep information as long as you tell us to, and otherwise as long as we need it to provide our Services, or as required by law.",true
qwen__qwen3-5-397b-a17b,snapchat,behavioral_data,shared.policy_snippet,"We share your information with our service providers, who process that information on our behalf. For example, we rely on such Service Providers to facilitate payments, measure and optimize the performance of ads, or protect the services.",true
qwen__qwen3-5-397b-a17b,snapchat,behavioral_data,retention_policy.policy_snippet_deletion,"Although our systems are designed to delete some of your information automatically, we cannot promise that deletion will take place by a specific time.",true
qwen__qwen3-5-397b-a17b,snapchat,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,tiktok,biometric_data,collected.policy_snippet,"This information includes your device model, operating system, keystroke patterns or rhythms, IP address, system language and device settings.",true
qwen__qwen3-5-397b-a17b,tiktok,biometric_data,stored.policy_snippet,"We store the information described in the ""What Information We Collect"" section in servers located in the United States, Malaysia and Singapore.",true
qwen__qwen3-5-397b-a17b,tiktok,biometric_data,shared.policy_snippet,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services.",true
